"";"Run No.";"Current Normal Cost";"Current Salary";"Current AAL";"Current ARC";"Expected value of annuity";"Retirement Annuity";"Replacement Rate";"Entry Age";"Retirement Age";"Current Age";"Funding Level(%)";"Discount Rate(%)";"Salary growth rate(%)";"Inflation Rate(%)";"Payroll Growth Rate(%)";"COLA (%)";"AFC";"Benefit Factor(%)";"Cost Method";"Mortality Table";"Vesting Period";"Amortization Period"
"95";30;0,275729237053636;1;0;2,45448067282535;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"96";30;0,295320461597347;1,05;0,295320461597347;0,376769113401897;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"97";30;0,335246635695723;1,1025;0,670493271391446;0,338291445108977;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"98";30;0,359519004972693;1,157625;1,07855701491808;0,359632829623656;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"99";30;0,385393679936127;1,21550625;1,54157471974451;0,385397935063266;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"100";30;0,43132545752442;1,2762815625;2,1566272876221;0,431325616594594;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"101";30;0,460835876167075;1,340095640625;2,76501525700245;0,460835882113624;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"102";30;0,49172039618444;1,40710042265625;3,44204277329108;0,491720396406741;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"103";30;0,558438169407977;1,55132821597852;5,02594352467179;0,558438169408287;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"104";30;0,605968238043245;1,62889462677744;6,05968238043245;0,605968238043257;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"105";30;0,646207361845777;1,71033935811631;7,10828098030354;0,646207361845777;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"106";30;0,687999626291167;1,79585632602213;8,25599551549401;0,687999626291167;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"107";30;0,731786249252477;1,88564914232324;9,5132212402822;0,731786249252477;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"108";30;0,778343881627524;1,9799315994394;10,8968143427853;0,778343881627524;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"109";30;0,828083858028471;2,07892817941137;12,4212578704271;0,828083858028471;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"110";30;0,88002321017345;2,18287458838194;14,0803713627752;0,88002321017345;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"111";30;0,933765203241534;2,29201831780103;15,8740084551061;0,933765203241534;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"112";30;0,990751368228914;2,40661923369108;17,8335246281204;0,990751368228914;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"113";30;1,05803622344207;2,52695019537564;20,1026882453994;1,05803622344207;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"114";30;1,13926213975799;2,65329770514442;22,7852427951597;1,13926213975799;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"115";30;1,22241553646911;2,78596259040164;25,6707262658513;1,22241553646911;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"116";30;1,3078845920473;2,92526071992172;28,7734610250405;1,3078845920473;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"117";30;1,39673058262265;3,07152375591781;32,1248034003208;1,39673058262265;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"118";30;1,49089497550615;3,2250999437137;35,7814794121476;1,49089497550615;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"119";30;1,59349805532811;3,38635494089939;39,8374513832028;1,59349805532811;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
"120";30;1,70553125727304;3,55567268794436;44,3438126890991;1,70553125727304;54,8927196915073;6,48291356272599;150;35;65;25;0,854;0,07;0,05;0,02;0,03;0;1;0,05;"PUC";"RP2000_Employee_total";5;30
